reading_no;reading_type;duration;time;user;sigma_value;units;batch;heat;lot;note_xrf;sample_measurement_id;sample_id;site_id;N;E;coord_ref;parish;patina;munsell_hue;munsell_value;hue;color;material;artefact;type;note_measurement;texture_1;texture_2;luster;sedimentary_structures;foliation;topography;homogeneity;inclusion;%-inclusion;surface;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm;sample_size;mode;Bal;12Mg;13Al;14Si;15P;16S;17Cl;19K;20Ca;23V;24Cr;25Mn;26Fe;27Co;28Ni;29Cu;30Zn;33As;34Se;37Rb;38Sr;39Y;40Zr;41Nb;42Mo;46Pd;47Ag;48Cd;50Sn;51Sb;56Ba;72Hf;73Ta;74W;75Re;79Au;80Hg;81Ti;82Pb;83Bi;90Th;92U
880;Mining;133.25;ons feb 26, 2020 - 16:13:56;User;2;%;;;;;210;210;Vilhelmina 619;7205350;539917;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Smooth;Yes;;;;27;58;12;13;1566;Medium;Mining;0.0383 ;;1.8134 ;95.1524 ;0.2574 ;0.2906 ;0.9706 ;0.5689 ;0.2693 ;0.0064 ;;0.3160 ;;0.0077 ;;;;;;;;;;;;;;;0.0083 ;;0.1412 ;;;;;;;0.1597 ;;;;
881;Mining;133.70;ons feb 26, 2020 - 16:17:09;User;2;%;;;;;211;211;Vilhelmina 931;7195741;581917;Sweref 99 TM;Vilhelmina;No;2.5Y; 8/2;Light;Opaque;Quartzite;Point;Point;;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Smooth;Yes;;;;19;15;6;2;285;Small;Mining;;1.0720 ;2.6165 ;93.7253 ;0.2718 ;0.1321 ;1.2386 ;0.5773 ;0.0812 ;0.0024 ;;0.1848 ;0.0101 ;0.0025 ;;;;;;;;;;;;;;;0.0037 ;;0.0370 ;;;;;;;0.0572 ;;;;
882;Mining;131.93;tor feb 27, 2020 - 13:47:47;User;2;%;;;;;209;209;Vilhelmina 941;7196260;580291;Sweref 99 TM;Vilhelmina;No;2.5Y; 8/1;Light;Opaque;Breccie quartz;Arrow point;Point;;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;;;20;46;7;8;920;Medium;Mining;;2.4801 ;1.5403 ;94.7018 ;0.1410 ;0.1669 ;0.2934 ;0.2960 ;0.0965 ;;;0.2104 ;;0.0042 ;;;;;;;;;;;;;;;0.0043 ;;0.0477 ;;;;;;;0.0372 ;;;;
884;Mining;133.02;tor feb 27, 2020 - 13:53:28;User;2;%;;;;;208;208;Vilhelmina 636;7201659;541153;Sweref 99 TM;Vilhelmina;No;5Y; 4/2;Dark;Gray streaked with black;Quartzite;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;10;;33;47;11;15;1551;Medium;Mining;54.8676 ;;0.4879 ;44.1986 ;0.0101 ;0.0308 ;0.0948 ;0.0594 ;0.0095 ;;0.0041 ;;0.1519 ;;;;;0.0001 ;;;0.0004 ;;0.0099 ;;;;;;0.0012 ;;0.0126 ;;;;;;;0.0608 ;;;0.0002 ;
885;Mining;133.99;tor feb 27, 2020 - 13:56:49;User;2;%;;;;;207;207;Vilhelmina 542;7173407;571126;Sweref 99 TM;Vilhelmina;No;5Y; 3/2;Dark;Gray streaked with black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;25;;26;65;13;19;1690;Medium;Mining;0.0100 ;;1.9017 ;95.6636 ;0.1504 ;0.1643 ;0.6562 ;0.3957 ;0.1008 ;;0.0130 ;0.2128 ;0.0064 ;0.0032 ;;;;;;;;;;;;;;;0.0116 ;;0.2169 ;;;;;;;0.4935 ;;;;
886;Mining;131.97;tor feb 27, 2020 - 14:02:10;User;2;%;;;;;199;199;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Scraper;Scraper;;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;;;42;67;12;38;2814;Large;Mining;62.6457 ;;0.3596 ;36.4130 ;0.0194 ;0.0616 ;0.2988 ;0.0488 ;0.0385 ;;0.0024 ;;0.0799 ;;;;;;;;0.0018 ;;0.0031 ;;;;;;;;0.0180 ;;;;;;;0.0095 ;;;;
887;Mining;133.21;tor feb 27, 2020 - 14:05:59;User;2;%;;;;;200;200;Vilhelmina 611;7203619;540620;Sweref 99 TM;Vilhelmina;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;25;69;11;16;1725;Medium;Mining;56.1802 ;;0.2066 ;43.2720 ;0.0135 ;0.0184 ;;0.0294 ;0.0149 ;;0.0015 ;;0.0593 ;;;;;;;;0.0005 ;;0.0072 ;;;;;;0.0006 ;;0.0133 ;;;;;;;0.0623 ;;;;
888;Mining;132.17;tor feb 27, 2020 - 14:11:16;User;2;%;;;;;198;198;;7201665;548201;Sweref 99 TM;Vilhelmina;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;Iron oxide;61;114;26;209;6954;Large;Mining;56.1552 ;;0.6215 ;42.6729 ;0.0188 ;0.0890 ;0.1677 ;0.1402 ;0.0328 ;;0.0033 ;;0.0505 ;;;;;;;0.0001 ;0.0002 ;;0.0019 ;;;;;;0.0006 ;;0.0139 ;;;;;;;0.0316 ;;;;
889;Mining;132.93;tor feb 27, 2020 - 14:14:15;User;2;%;;;;;195;195;Vilhelmina 240;7174962;566693;Sweref 99 TM;Vilhelmina;No;5Y; 7/3;Light;Opaque;Breccie quartz;Point fragment;Point fragment;;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;;;35;92;10;31;3220;Large;Mining;57.6025 ;;0.4432 ;41.4993 ;;0.0757 ;0.1190 ;0.1723 ;0.0334 ;0.0005 ;;;0.0217 ;;;;;;;0.0005 ;;;0.0021 ;;;;;;0.0005 ;;0.0101 ;;;;;;;0.0191 ;;;;
890;Mining;134.27;tor feb 27, 2020 - 14:17:32;User;2;%;;;;;194;194;Vilhelmina 619;7205350;539917;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;36;46;10;21;1656;Medium;Mining;0.0228 ;;1.1868 ;94.7387 ;0.1121 ;0.3076 ;2.5021 ;0.4598 ;0.1674 ;;0.0254 ;0.1644 ;0.0120 ;0.0046 ;;;;;;;;;;;;;;;0.0061 ;;0.1933 ;;;;;;;0.0970 ;;;;
891;Mining;133.64;tor feb 27, 2020 - 14:21:15;User;2;%;;;;;201;201;Vilhelmina 636;7201659;541153;Sweref 99 TM;Vilhelmina;Yes;5Y; 6/1;Light;Gray streaked with black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Dull;None;None;Conchoidal;No;Dark mineral inclusion;;Iron oxide;39;77;19;56;3003;Large;Mining;59.9268 ;0.2176 ;1.1127 ;38.0952 ;0.0778 ;0.1016 ;0.0890 ;0.1288 ;0.0613 ;;0.0042 ;;0.1222 ;;;;;;;;0.0012 ;;0.0033 ;;;;;;;;0.0169 ;;;;;;;0.0415 ;;;;
892;Mining;130.82;tor feb 27, 2020 - 14:29:59;User;2;%;;;;;202;202;Vilhelmina 168;7196187;576229;Sweref 99 TM;Vilhelmina;No;N3; ;Dark;Gray streaked with white;Quartzite;Arrow point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Mineral inclusion;;;12;42;5;2;504;Small;Mining;55.5176 ;0.6379 ;1.6921 ;41.3125 ;0.0332 ;0.0728 ;0.2585 ;0.2236 ;0.0298 ;0.0018 ;0.0042 ;;0.0900 ;;;;;;;0.0010 ;0.0015 ;0.0002 ;0.0143 ;;;;;;0.0004 ;;0.0034 ;;;;;;;0.1051 ;;;0.0002 ;
893;Mining;133.37;tor feb 27, 2020 - 14:35:10;User;2;%;;;;;203;203;Vilhelmina 168;7196187;576229;Sweref 99 TM;Vilhelmina;No;5Y; 7/1;Light;Opaque;Quartz;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;;;18;41;7;6;738;Medium;Mining;57.0773 ;0.4962 ;0.3198 ;41.5179 ;0.0298 ;0.0953 ;0.3219 ;0.0758 ;0.0302 ;0.0005 ;0.0114 ;;0.0117 ;;;;;;;;;;;;;;;;;;0.0056 ;;;;;;;0.0066 ;;;;
894;Mining;131.59;tor feb 27, 2020 - 14:38:40;User;2;%;;;;;204;204;Vilhelmina 619;7205350;539917;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;24;58;10;16;1392;Medium;Mining;55.5517 ;0.3229 ;0.5432 ;42.9151 ;0.0368 ;0.0899 ;0.1813 ;0.1066 ;0.0273 ;;0.0027 ;;0.1930 ;;;;;;;;0.0002 ;;0.0031 ;;;;;;0.0008 ;;0.0138 ;;;;;;;0.0113 ;;;0.0002 ;
895;Mining;134.70;tor feb 27, 2020 - 14:42:42;User;2;%;;;;;214;214;Vilhelmina 619;7205350;539917;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;;;43;38;14;24;1634;Medium;Mining;0.0171 ;;3.3894 ;92.3954 ;0.3196 ;0.3634 ;1.7794 ;0.9266 ;0.2121 ;;0.0176 ;0.1688 ;0.0125 ;0.0022 ;;;;;;;;;;;;;;;0.0058 ;;0.1567 ;;;;;;;0.2334 ;;;;
896;Mining;132.17;tor feb 27, 2020 - 14:45:50;User;2;%;;;;;215;215;Vilhelmina 619;7205350;539917;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;;Iron oxide;43;39;16;24;1677;Medium;Mining;56.7119 ;;0.8483 ;41.8118 ;0.0341 ;0.0849 ;0.1042 ;0.1366 ;0.0274 ;;0.0025 ;;0.0326 ;;;;;;;0.0001 ;0.0007 ;;0.0014 ;;;;;;0.0007 ;;0.0183 ;;;;;;;0.0163 ;;;;
897;Mining;134.16;tor feb 27, 2020 - 14:49:39;User;2;%;;;;;193;193;Vilhelmina 619;7205350;539917;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;67;123;34;301;8241;Large;Mining;0.0533 ;2.9940 ;1.6241 ;93.5939 ;0.1164 ;0.1395 ;0.0671 ;0.4596 ;0.2195 ;0.0180 ;;0.3809 ;;0.0061 ;;;;;;;;;;;;;;;;;0.1496 ;;;;;;;0.1778 ;;;;
898;Mining;132.78;tor feb 27, 2020 - 14:52:50;User;2;%;;;;;196;196;Vilhelmina 643;7196664;540871;Sweref 99 TM;Vilhelmina;Yes;5Y; 2/1;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;47;98;26;103;4606;Large;Mining;55.3987 ;0.4367 ;0.9881 ;42.4179 ;0.0183 ;0.1297 ;0.1809 ;0.2034 ;0.0487 ;0.0006 ;0.0019 ;0.0052 ;0.1086 ;;;;;;;;0.0017 ;;0.0033 ;;;;;;0.0005 ;;0.0117 ;;;;;;;0.0440 ;;;;
899;Mining;132.96;tor feb 27, 2020 - 14:56:33;User;2;%;;;;;197;197;Vilhelmina 643;7196664;540871;Sweref 99 TM;Vilhelmina;Yes;5Y; 3/1;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;50;;45;78;19;66;3510;Large;Mining;0.0163 ;1.8005 ;2.0934 ;93.7836 ;0.0859 ;0.1812 ;0.6751 ;0.5754 ;0.1410 ;0.0052 ;0.0145 ;0.1778 ;;0.0052 ;;;;;;;;;;;;;;;0.0037 ;;0.1316 ;;;;;;;0.3096 ;;;;
900;Mining;134.34;tor feb 27, 2020 - 15:02:52;User;2;%;;;;;240;240;Vilhelmina 948;7197896;578653;Sweref 99 TM;Vilhelmina;No;7.5Y; 4/1;Light;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Mineral grains;;;31;82;9;28;2542;Large;Mining;56.1291 ;0.4037 ;1.5942 ;41.0689 ;0.0296 ;0.0735 ;0.0929 ;0.4332 ;0.0410 ;0.0011 ;0.0049 ;;0.0871 ;;;;;;;0.0011 ;0.0019 ;;0.0022 ;;;;;;;;0.0244 ;;;;;;;0.0111 ;;;0.0001 ;
901;Mining;133.08;tor feb 27, 2020 - 15:06:58;User;2;%;;;;;241;241;Vilhelmina 115;7204853;518271;Sweref 99 TM;Vilhelmina;No;5Y; 3/2;Dark;Brown streaked with black;Quartzite;Arrow point preform;Preform;;Conglomerate;Fine-grained;Waxy;Bedding;None;Smooth;No;Bands of quartz;30;;29;89;9;30;2581;Large;Mining;61.0016 ;;3.7351 ;30.4797 ;0.0918 ;0.3498 ;0.9690 ;1.0503 ;0.3997 ;0.0019 ;0.0061 ;0.0129 ;1.6124 ;;;0.0013 ;0.0087 ;;;0.0077 ;0.0081 ;0.0030 ;0.0324 ;0.0009 ;;;;;0.0015 ;;0.0303 ;;;;;;;0.1912 ;0.0020 ;;0.0027 ;
902;Mining;133.62;tor feb 27, 2020 - 15:11:27;User;2;%;;;;;242;242;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N9; ;White;White;Quartzite;Point preform;Preform;;Granular;Medium-grained;Dull;None;Possible foliation;Conchoidal;Yes;;;;24;52;11;12;1248;Medium;Mining;0.0269 ;;7.1799 ;90.0304 ;0.1198 ;0.0810 ;0.1955 ;1.7689 ;0.1314 ;;0.0195 ;0.1707 ;0.0056 ;0.0041 ;;;;;;;;;;;;;;;;;0.2094 ;;;;;;;0.0571 ;;;;
903;Mining;132.67;tor feb 27, 2020 - 15:14:53;User;2;%;;;;;243;243;Vilhelmina 181;7195514;581852;Sweref 99 TM;Vilhelmina;No;N3; ;Light;Gray;Quartzite;Arrow point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;10;;21;35;8;5;735;Medium;Mining;;2.0026 ;1.8991 ;93.0465 ;0.2251 ;0.7406 ;0.9485 ;0.5078 ;0.2790 ;;0.0083 ;0.1969 ;0.0116 ;0.0030 ;;;;;;;;;;;;;;;0.0033 ;;0.0901 ;;;;;;;0.1017 ;;;;
904;Mining;131.88;tor feb 27, 2020 - 15:19:16;User;2;%;;;;;244;244;Vilhelmina 115;7204853;518271;Sweref 99 TM;Vilhelmina;No;7.5Y; 7/1;Light;Gray;Quartzite;Arrow point;Point;;Granular;Fine-grained;Dull;None;None;Fine;Yes;;;;17;40;5;3;680;Medium;Mining;54.4553 ;0.4303 ;0.7091 ;43.5349 ;0.0422 ;0.1868 ;0.1253 ;0.1327 ;0.2426 ;;0.0028 ;;0.1189 ;;;;0.0014 ;;;0.0003 ;0.0007 ;;0.0019 ;;;;;;0.0008 ;;;;;;;;;0.0121 ;;;0.0001 ;
905;Mining;132.47;tor feb 27, 2020 - 15:22:16;User;2;%;;;;;245;245;Vilhelmina 118;7204670;519129;Sweref 99 TM;Vilhelmina;No;5Y; 9/2;Light;Opaque;Quartzite;Point preform;Preform;;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;28;38;8;10;1064;Medium;Mining;53.9220 ;0.3045 ;0.4114 ;44.9972 ;;0.0297 ;0.1035 ;0.1453 ;0.0240 ;;;;0.0299 ;;;;;;;0.0006 ;0.0001 ;;0.0040 ;;;;;;0.0004 ;;0.0095 ;;;;;;;0.0091 ;;;;
906;Mining;131.67;tor feb 27, 2020 - 15:26:03;User;2;%;;;;;246;246;Vilhelmina 117;7204780;518625;Sweref 99 TM;Vilhelmina;No;7.5Y; 8/2;White;White;Quartzite;Point preform;Preform;;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;23;38;7;8;874;Medium;Mining;55.0761 ;;0.4660 ;43.8215 ;0.0238 ;0.1128 ;0.2119 ;0.1446 ;0.0454 ;;0.0012 ;;0.0419 ;;;;0.0013 ;;;0.0005 ;;;0.0066 ;;;;;;;;0.0101 ;;;;;;;0.0143 ;;;0.0001 ;
907;Mining;131.32;tor feb 27, 2020 - 15:29:48;User;2;%;;;;;247;247;Vilhelmina 31;7233725;544397;Sweref 99 TM;Vilhelmina;Yes;7.5Y; 7/1;Light;Light gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Dull;None;None;Conchoidal;Yes;;;;26;56;11;12;1456;Medium;Mining;55.8772 ;0.5559 ;0.9542 ;41.7013 ;0.0441 ;0.1553 ;0.1617 ;0.3962 ;0.0723 ;;0.0037 ;0.0049 ;0.0350 ;;;;0.0008 ;;;0.0011 ;0.0017 ;;0.0014 ;;;;;;;;0.0280 ;;;;;;;0.0053 ;;;;
908;Mining;130.59;tor feb 27, 2020 - 15:33:16;User;2;%;;;;;248a;248;;7201665;548201;Sweref 99 TM;Vilhelmina;No;2.5Y; 3/2;Dark;Gray streaked with black;Quartzite;Point preform;Preform;gray side;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;50;;35;106;11;93;3710;Large;Mining;0.0114 ;1.3402 ;2.9543 ;92.2133 ;0.3000 ;0.7398 ;0.6287 ;0.6505 ;0.4062 ;;0.0244 ;0.1542 ;0.0148 ;0.0045 ;;;;;;;;;;;;;;;0.0038 ;;0.1757 ;;;;;;;0.3781 ;;;;
909;Mining;131.32;tor feb 27, 2020 - 15:36:27;User;2;%;;;;;248b;248;;7201665;548201;Sweref 99 TM;Vilhelmina;No;2.5Y; 3/2;Dark;Gray streaked with black;Quartzite;Point preform;Preform;black mineral side;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;50;;35;106;11;93;3710;Large;Mining;54.3159 ;;0.4458 ;44.4893 ;0.0236 ;0.0843 ;0.2153 ;0.0946 ;0.0420 ;;0.0018 ;;0.2335 ;;;;0.0023 ;;;0.0001 ;0.0006 ;;0.0069 ;;;;;;0.0007 ;;0.0125 ;;;;;;;0.0307 ;;;;
910;Mining;133.32;tor feb 27, 2020 - 15:39:41;User;2;%;;;;;249;249;Vilhelmina 115;7204853;518271;Sweref 99 TM;Vilhelmina;No;7.5Y; 3/2;Dark;Gray streaked with black;Quartzite;Point preform;Preform;;Massive;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;5;;40;90;18;70;3600;Large;Mining;0.0314 ;;1.0826 ;95.2548 ;0.2486 ;0.7811 ;1.1405 ;0.5531 ;0.1747 ;;0.0349 ;0.2400 ;;0.0036 ;;;;;;;;;;;;;;;0.0042 ;;0.2254 ;;;;;;;0.2252 ;;;;
911;Mining;133.32;tor feb 27, 2020 - 15:43:43;User;2;%;;;;;250;250;;7201665;548201;Sweref 99 TM;Vilhelmina;No;5Y; 6/2;Light;Gray;Quartzite;Retouched flake;Flake;;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Bands of quartz;20;;30;72;11;18;2160;Large;Mining;0.0333 ;2.6419 ;1.2592 ;91.4386 ;0.0991 ;1.3807 ;2.3016 ;0.2000 ;0.2892 ;0.0038 ;;0.2559 ;;0.0075 ;;;;;;;;;;;;;;;0.0047 ;;;;;;;;;0.0843 ;;;;
912;Mining;134.95;tor feb 27, 2020 - 15:55:49;User;2;%;;;;;251;251;Vilhelmina 356;7172579;571869;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;;;22;74;;;1628;Medium;Mining;55.3713 ;0.4233 ;0.7007 ;42.5984 ;0.0592 ;0.1538 ;0.2367 ;0.2054 ;0.1033 ;0.0008 ;0.0039 ;;0.0735 ;;;;0.0016 ;;;0.0006 ;0.0006 ;0.0001 ;0.0183 ;;;;;;;;0.0126 ;;;;;;;0.0357 ;;;0.0001 ;
913;Mining;132.57;tor feb 27, 2020 - 15:59:25;User;2;%;;;;;252;252;;7201665;548201;Sweref 99 TM;Vilhelmina;No;N8; ;Light;Opaque;Quartz;Preform;Preform;;Massive;Massive;Bright vitreous;None;None;Irregular;Yes;;;;25;27;11;6;675;Medium;Mining;54.9037 ;0.4239 ;0.1286 ;44.3817 ;;;0.0793 ;0.0554 ;0.0081 ;;;;;;;;;;;;;;;;;;;;;;0.0121 ;;;;;;;0.0072 ;;;;
914;Mining;132.20;tor feb 27, 2020 - 16:04:28;User;2;%;;;;;253;253;Vilhelmina 118;7204670;519129;Sweref 99 TM;Vilhelmina;No;5Y; 5/1;Light;Gray streaked with black;Quartzite;Spear point preform;Preform;;Granular;Medium-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;;;30;138;15;55;4140;Large;Mining;55.9396 ;;0.5838 ;42.9940 ;0.0277 ;0.0819 ;0.0379 ;0.1361 ;0.0272 ;;0.0032 ;;0.0603 ;;;;;;;0.0002 ;0.0001 ;0.0005 ;0.0199 ;;;;;;;;0.0145 ;;;;;;;0.0729 ;;;0.0002 ;
